0,0,S,3,0,0
0,1,U,0,0,0
0,2,U,4,0,0
0,3,U,0,0,0
0,4,U,1,0,0
0,5,U,3,0,0
0,6,S,5,0,0
0,7,U,0,0,0
0,8,I,2,0,0
0,9,U,4,0,0
0,10,S,4,0,0
0,11,I,1,0,0
0,12,I,2,0,0
0,13,S,3,0,0
0,14,U,3,0,0
0,15,I,2,0,0
0,16,U,1,0,0
0,17,U,4,0,0
0,18,S,2,0,0
0,19,S,4,0,0
0,20,I,1,0,0
0,21,I,2,0,0
0,22,S,0,0,0
0,23,I,1,0,0
1,0,U,3,1,1061
1,1,I,2,0,137
1,2,I,3,1,194
1,3,I,2,1,194
1,4,I,4,1,183
1,5,S,2,1,202
1,6,U,0,0,29
1,7,U,2,1,199
1,8,I,0,0,170
1,9,I,4,1,194
1,10,U,1,0,2
1,11,I,0,1,193
1,12,S,5,1,182
1,13,S,0,1,174
1,14,U,3,0,156
1,15,S,5,0,24
1,16,S,1,1,181
1,17,U,0,0,118
1,18,S,2,0,88
1,19,U,3,0,116
1,20,U,0,1,171
1,21,S,5,0,79
1,22,U,2,0,103
1,23,U,0,1,169
2,0,U,4,1,7074
2,1,U,0,1,168
2,2,U,2,1,162
2,3,I,1,0,141
2,4,S,1,1,161
2,5,I,3,2,192
2,6,I,1,1,151
2,7,U,4,0,153
2,8,U,2,1,160
2,9,I,4,0,78
2,10,S,3,2,262
2,11,U,0,0,138
2,12,S,1,0,39
2,13,S,0,1,152
2,14,S,1,1,188
2,15,U,2,0,104
2,16,S,3,0,102
2,17,I,4,1,179
2,18,U,2,0,73
2,19,I,4,0,140
2,20,U,0,0,309
2,21,U,2,1,481
2,22,I,3,0,186
2,23,U,0,0,155
2,24,S,2,0,7260
2,25,U,2,0,52
2,26,I,3,0,149
2,27,S,4,1,174
2,28,U,2,0,18
2,29,U,0,1,162
2,30,I,3,0,172
2,31,I,0,1,155
2,32,U,3,0,8
2,33,U,0,0,146
2,34,I,3,0,16
2,35,U,4,0,145
2,36,I,3,0,24
2,37,U,1,0,139
2,38,I,2,0,8
2,39,S,5,1,168
2,40,U,3,0,127
2,41,U,1,1,146
2,42,S,4,0,64
2,43,I,2,1,156
2,44,U,0,0,85
2,45,I,1,0,84
2,46,S,1,1,180
2,47,I,3,1,181
2,48,U,0,1,4272
2,49,S,0,0,143
2,50,U,2,0,3
2,51,U,0,0,153
2,52,U,4,1,151
2,53,U,1,1,139
2,54,U,0,1,139
2,55,U,4,1,137
2,56,U,0,1,136
2,57,S,5,0,107
2,58,U,4,0,32
2,59,S,0,1,193
2,60,S,4,1,170
2,61,S,2,1,172
2,62,I,1,1,159
2,63,S,0,2,215
2,64,I,0,1,159
2,65,S,3,1,185
2,66,I,4,1,178
2,67,S,1,1,165
2,68,I,3,1,231
2,69,S,5,1,246
2,70,I,0,1,261
2,71,S,4,1,242
3,0,U,1,0,367
3,1,U,2,1,136
3,2,S,1,1,163
3,3,U,4,1,139
3,4,I,1,1,173
3,5,I,3,1,126
3,6,I,1,2,344
3,7,U,4,0,105
3,8,I,3,0,109
3,9,S,5,0,41
3,10,U,1,0,157
3,11,U,4,1,158
3,12,I,3,0,110
3,13,U,2,0,44
3,14,S,4,1,142
3,15,S,1,1,154
3,16,S,5,1,135
3,17,S,3,1,153
3,18,S,2,1,148
3,19,I,3,1,151
3,20,I,0,1,314
3,21,I,4,1,149
3,22,I,2,1,158
3,23,I,0,2,166
4,0,U,4,0,267
4,1,S,1,1,135
4,2,U,2,1,163
4,3,U,0,1,137
4,4,U,4,0,142
4,5,U,1,2,160
4,6,S,4,0,149
4,7,U,4,1,151
4,8,U,2,1,160
4,9,S,5,1,155
4,10,U,1,1,169
4,11,I,3,0,24
4,12,S,4,0,136
4,13,U,0,1,159
4,14,U,4,1,164
4,15,U,0,1,157
4,16,U,1,1,153
4,17,S,2,1,166
4,18,U,4,1,158
4,19,U,3,1,173
4,20,S,1,0,162
4,21,S,4,1,163
4,22,U,1,1,171
4,23,U,4,1,169
4,24,U,0,0,335
4,25,I,2,0,97
4,26,U,4,0,77
4,27,I,0,0,108
4,28,I,3,1,144
4,29,U,2,0,56
4,30,I,1,0,124
4,31,S,2,0,28
4,32,I,2,0,138
4,33,I,4,1,166
4,34,U,0,0,20
4,35,U,3,0,155
4,36,U,2,1,155
4,37,U,4,1,178
4,38,S,1,1,160
4,39,I,0,0,23
4,40,U,1,0,147
4,41,U,4,1,157
4,42,U,3,1,168
4,43,U,4,1,170
4,44,I,1,0,27
4,45,I,2,0,138
4,46,I,0,2,157
4,47,S,3,0,158
4,48,U,3,0,241
4,49,I,1,0,76
4,50,I,2,1,186
4,51,I,4,1,146
4,52,S,4,0,71
4,53,U,3,1,150
4,54,U,1,1,152
4,55,S,0,0,150
4,56,I,4,0,16
4,57,S,3,0,141
4,58,S,5,1,162
4,59,S,3,1,169
4,60,S,1,0,159
4,61,S,3,1,170
4,62,S,0,1,162
4,63,I,2,0,95
4,64,S,4,0,65
4,65,S,3,1,161
4,66,I,3,0,140
4,67,S,0,0,11
4,68,I,0,0,158
4,69,I,1,2,188
4,70,I,4,1,162
4,71,I,3,0,162
5,0,none,0,0,0
5,1,none,0,0,0
5,2,none,0,0,0
5,3,none,0,0,0
5,4,none,0,0,0
5,5,none,0,0,0
5,6,none,0,0,0
5,7,none,0,0,0
5,8,none,0,0,0
5,9,none,0,0,0
5,10,none,0,0,0
5,11,none,0,0,0
5,12,none,0,0,0
5,13,none,0,0,0
5,14,none,0,0,0
5,15,none,0,0,0
5,16,none,0,0,0
5,17,none,0,0,0
5,18,none,0,0,0
5,19,none,0,0,0
5,20,none,0,0,0
5,21,none,0,0,0
5,22,none,0,0,0
5,23,none,0,0,0
5,24,none,0,0,0
5,25,none,0,0,0
5,26,none,0,0,0
5,27,none,0,0,0
5,28,none,0,0,0
5,29,none,0,0,0
5,30,none,0,0,0
5,31,none,0,0,0
5,32,none,0,0,0
5,33,none,0,0,0
5,34,none,0,0,0
5,35,none,0,0,0
5,36,none,0,0,0
5,37,none,0,0,0
5,38,none,0,0,0
5,39,none,0,0,0
5,40,none,0,0,0
5,41,none,0,0,0
5,42,none,0,0,0
5,43,none,0,0,0
5,44,none,0,0,0
5,45,none,0,0,0
5,46,none,0,0,0
5,47,none,0,0,0
5,48,none,0,0,0
5,49,none,0,0,0
5,50,none,0,0,0
5,51,none,0,0,0
5,52,none,0,0,0
5,53,none,0,0,0
5,54,none,0,0,0
5,55,none,0,0,0
5,56,none,0,0,0
5,57,none,0,0,0
5,58,none,0,0,0
5,59,none,0,0,0
5,60,none,0,0,0
5,61,none,0,0,0
5,62,none,0,0,0
5,63,none,0,0,0
5,64,none,0,0,0
5,65,none,0,0,0
5,66,none,0,0,0
5,67,none,0,0,0
5,68,none,0,0,0
5,69,none,0,0,0
5,70,none,0,0,0
5,71,none,0,0,0
